void_id,cx_mpc,cy_mpc,cz_mpc,R_void_mpc,n_members
890,6.730481,43.76903,190.4844,10.094868240301055,3
892,172.96189999999999,19.15322,64.62325,9.755532163173912,3
893,83.42429,195.1435,131.2893,6.863244110406851,2
897,131.14620000000002,68.14598,141.7003,7.115119823704408,2
902,24.45418,158.32129999999998,169.39329999999998,12.09621408051739,4
903,21.61429,23.157130000000002,171.9279,12.709641520604661,5
904,50.60507,130.6996,86.00214,7.851164143311076,3
907,125.37389999999999,3.6611190000000002,7.702992,13.312650940555649,4
911,158.50879999999998,194.4979,1.420463,18.01487999999999,1
913,154.6266,114.9609,23.93497,12.75814880249696,3
915,55.28193,87.64699,163.1754,10.199555982511399,3
916,122.64280000000001,169.8356,163.9778,15.181882790764142,3
921,55.00668,156.6975,99.38731,7.91202578076161,2
922,167.9712,70.44513,185.05,9.229561306871743,3
924,193.59810000000002,178.7141,105.971,15.08146999999999,1
925,189.3175,38.80229,106.6085,8.192161469892797,3
928,60.85257,7.141507,37.39668,11.709297090307203,3
929,109.2393,5.169473,60.16318,15.399199999999992,1
930,40.81951,150.3808,60.11031,12.319878333117414,3
931,68.85992999999999,178.7776,13.71785,8.140362523921668,2
938,81.97828,5.836463,39.1409,9.839708089114112,2
939,85.86285000000001,183.448,39.65233,13.491739999999991,1
942,56.48543,50.2158,186.2097,10.76465023551502,3
945,80.70387,111.00319999999999,145.966,7.110505715931512,2
948,26.871950000000002,54.761309999999995,88.09449000000001,9.218255301284488,3
953,163.3922,47.89408,107.7976,6.992326584383951,2
954,112.2897,142.5249,136.9879,7.988562357596763,3
956,87.63802,25.000349999999997,34.51595,8.264773982897507,2
963,20.57308,122.26389999999999,56.145120000000006,9.152265139994295,2
967,43.14573,15.67338,65.39573,15.244678294480059,5
971,131.8758,40.66243,155.2339,9.066341690375959,3
973,184.623,189.2296,156.0839,9.222812855327392,3
975,149.34810000000002,134.0985,201.705,15.689255514387467,4
978,140.69989999999999,22.8077,167.6472,15.09751999999999,1
983,177.6383,47.92843,100.7921,10.686053644110979,3
999,117.3574,77.92102,82.41198,9.935230719257305,2
1002,202.7543,151.8291,86.02963000000001,8.255394380935492,2
1009,73.34344999999999,17.08205,24.60196,6.785036462441024,2
1013,173.6,51.47257,118.14439999999999,8.93683745126006,2
1014,116.18910000000001,106.1523,122.4311,13.572669999999993,1
1022,12.80392,128.9171,177.9574,9.137340133316123,2
1024,58.09957,126.7687,51.18151,10.939757268711341,4
1026,121.5259,42.417790000000004,196.2609,12.21670075238675,2
1029,17.79752,135.31789999999998,189.0387,6.850670951813618,2
1039,182.1104,178.939,81.78427,8.702003093790639,3
1042,0.6257396,47.74149,159.5793,14.034199999999993,1
