void_id,sample,RA,Dec,z_void,R_void_mpc,M_annulus_1e14,N_in_annulus,V_annulus_mpc3,rho_annulus,rho_mean_bin,delta
22068,CMASS North,201.862,42.563,0.493,67.133,256.5991517379193,67,70971633.57910378,3.615517056570471e-06,6.64238378624601e-06,-0.45568982869419444
8549,CMASS North,116.446,32.966,0.463,33.558,47.70115186829397,19,8864716.384361507,5.381012747620995e-06,6.64238378624601e-06,-0.189897343968119
19657,CMASS North,165.409,27.681,0.51,57.652,156.24776179997747,35,44948972.6712639,3.476114191590132e-06,1.85319635923684e-06,0.8757398126022768
14029,CMASS North,133.266,27.948,0.581,63.583,82.00556543113784,15,60297552.1347164,1.3600148352278305e-06,1.85319635923684e-06,-0.26612480730973664
14952,CMASS North,156.026,10.62,0.594,63.855,14.450407531912731,3,61074703.04020352,2.366021742651862e-07,1.85319635923684e-06,-0.8723275204562669
12141,CMASS North,135.558,7.161,0.502,37.879,50.139662249924456,14,12748883.479244662,3.932866931567179e-06,1.85319635923684e-06,1.1222073483819937
12888,CMASS North,258.606,26.804,0.501,46.818,51.591014187213425,14,24072168.13947153,2.143181033312026e-06,1.85319635923684e-06,0.15647811557033478
9889,CMASS North,145.501,37.344,0.518,46.611,70.39241918939928,16,23754281.44034028,2.9633571264276013e-06,1.85319635923684e-06,0.5990518822559815
4726,CMASS North,224.168,0.044,0.452,36.362,54.72648175521635,17,11277684.05777766,4.852634767461339e-06,6.64238378624601e-06,-0.26944378349390136
22164,CMASS North,202.995,49.504,0.54,75.776,290.99904412565087,69,102063783.93450828,2.8511488885457895e-06,1.85319635923684e-06,0.5385033940601489
8608,CMASS North,119.234,18.416,0.458,48.369,113.39516054820399,37,26544708.616750915,4.271855539474504e-06,6.64238378624601e-06,-0.3568791450563303
11043,CMASS North,157.531,6.621,0.482,80.25,456.53704343818833,141,121230461.80764543,3.7658607962953145e-06,6.64238378624601e-06,-0.43305582491438405
7585,CMASS North,125.859,26.988,0.492,67.013,387.44323341155115,103,70591728.83561842,5.488507503673138e-06,6.64238378624601e-06,-0.17371418450137366
20037,CMASS North,209.13,40.286,0.489,31.885,16.882866363959025,3,7603891.307281428,2.2202929633925885e-06,6.64238378624601e-06,-0.6657385307982328
17643,CMASS North,218.915,25.226,0.462,56.555,172.71102585776686,59,42431624.243334986,4.07033737071462e-06,6.64238378624601e-06,-0.38721737531293715
276,CMASS North,118.041,47.108,0.489,55.279,168.02878861064298,45,39623895.57102188,4.240592354415738e-06,6.64238378624601e-06,-0.3615857663635033
16215,CMASS North,182.411,9.682,0.461,49.788,106.58788466126772,39,28950140.710926607,3.681774321084333e-06,6.64238378624601e-06,-0.445714906039009
1364,CMASS North,173.77,1.587,0.497,73.25,351.6934036261059,101,92193334.56827997,3.814737857926549e-06,6.64238378624601e-06,-0.42569746333755965
17291,CMASS North,145.586,29.082,0.541,52.127,167.58378599712248,33,33224987.79097975,5.043908128767463e-06,1.85319635923684e-06,1.721734317913608
18352,CMASS North,198.503,18.908,0.469,70.718,491.56574007651506,161,82959580.16624339,5.925364365290451e-06,6.64238378624601e-06,-0.10794609947715583
6272,CMASS North,247.836,14.921,0.6,84.092,41.82423033015106,9,139489231.38104862,2.998384170309036e-07,1.85319635923684e-06,-0.8382047236730061
19141,CMASS North,207.905,28.92,0.475,36.586,55.750425137722324,18,11487391.605582235,4.853183999632319e-06,6.64238378624601e-06,-0.269361097490103
9662,CMASS North,197.892,38.623,0.46,60.32,235.94113019816945,75,51482619.34037232,4.5829278545108145e-06,6.64238378624601e-06,-0.3100477175076196
15329,CMASS North,219.24,9.03,0.571,80.181,104.4979017903834,23,120918023.98805708,8.642045109892345e-07,1.85319635923684e-06,-0.5336681368480994
12335,CMASS North,232.324,7.633,0.457,61.61,305.7082338332788,108,54856773.81348806,5.572843836436331e-06,6.64238378624601e-06,-0.1610174877314846
16079,CMASS North,215.096,16.044,0.475,39.061,23.83950021315912,7,13979985.104938034,1.7052593428542703e-06,6.64238378624601e-06,-0.7432759988386625
5989,CMASS North,217.773,-0.965,0.537,37.154,23.45733089509423,5,12030768.404616574,1.949778277345355e-06,1.85319635923684e-06,0.05211639750268457
11881,CMASS North,140.807,5.285,0.638,80.672,44.27577071322968,7,123153031.93146107,3.5951831651104363e-07,1.85319635923684e-06,-0.8060009589814346
14622,CMASS North,241.838,10.411,0.477,36.965,62.261197505524514,18,11848101.551227862,5.254951372278891e-06,6.64238378624601e-06,-0.20887567756021455
14901,CMASS North,144.727,8.356,0.638,91.289,44.61026398545488,8,178456341.57967645,2.499785863061497e-07,1.85319635923684e-06,-0.8651094984834242
19724,CMASS North,149.915,27.741,0.647,92.325,31.42046196223133,6,184601227.81914482,1.7020722090220432e-07,1.85319635923684e-06,-0.908154783461642
12909,CMASS North,230.188,37.032,0.497,46.648,27.19140913996096,7,23810895.09026931,1.1419734132999122e-06,6.64238378624601e-06,-0.8280777729729304
4687,CMASS North,206.793,-0.875,0.463,44.12,115.16036128025073,36,20145736.42571294,5.716363941566624e-06,6.64238378624601e-06,-0.1394107709640085
15591,CMASS North,194.637,15.129,0.463,60.362,350.68001197501377,121,51590234.19055905,6.797410740174306e-06,6.64238378624601e-06,0.02333905400788505
20222,CMASS North,213.085,62.581,0.461,51.93,94.57269424674162,33,32849714.853715,2.8789502334461306e-06,6.64238378624601e-06,-0.5665787575527627
899,CMASS North,123.446,39.072,0.574,59.246,34.985132131129475,6,48781341.46101157,7.171826580269692e-07,1.85319635923684e-06,-0.613002338121196
9956,CMASS North,246.08,22.071,0.49,22.317,10.03600879147208,3,2607258.4075730345,3.8492574277722226e-06,6.64238378624601e-06,-0.420500598634085
18662,CMASS North,240.112,42.18,0.505,73.631,221.85258429108367,57,93639423.79518619,2.369222014611421e-06,1.85319635923684e-06,0.27845168851242735
141,CMASS North,125.875,51.482,0.497,61.465,190.33031494277068,50,54470366.09597329,3.494199297420195e-06,6.64238378624601e-06,-0.4739540186377929
21349,CMASS North,153.861,50.583,0.51,60.419,239.44397593573646,64,51736522.63761519,4.628142049919065e-06,1.85319635923684e-06,1.4973835216387796
9094,CMASS North,188.246,43.77,0.566,54.846,23.459299418737896,5,38700048.94529595,6.061826808513483e-07,1.85319635923684e-06,-0.6728988389007096
22148,CMASS North,199.378,44.418,0.643,94.659,47.21372879049521,7,198958442.64094684,2.3730447506417275e-07,1.85319635923684e-06,-0.8719485531679457
3442,CMASS North,193.617,39.62,0.507,66.153,169.27561236951567,48,67908676.78423107,2.492694901232751e-06,1.85319635923684e-06,0.34507867383209256
18175,CMASS North,204.721,23.855,0.582,65.62,36.85290911070502,9,66280429.56953258,5.560149406099407e-07,1.85319635923684e-06,-0.6999697642192046
21959,CMASS North,225.251,51.287,0.475,55.644,211.6802973576609,63,40413983.71610034,5.237798353279648e-06,6.64238378624601e-06,-0.21145803647701802
21565,CMASS North,186.051,60.474,0.511,54.885,111.20625546916568,28,38782664.38127563,2.8674217525615993e-06,1.85319635923684e-06,0.5472843653450866
16630,CMASS North,138.344,48.675,0.574,54.522,49.282234942894895,9,38018236.81911338,1.2962788142273506e-06,1.85319635923684e-06,-0.30051728853969484
11786,CMASS North,191.598,4.738,0.568,78.156,152.34705630525562,31,111985968.1564391,1.360412012444577e-06,1.85319635923684e-06,-0.2659104872163656
21463,CMASS North,200.545,49.878,0.499,54.507,219.14534256525678,52,37986866.91298463,5.768976500937716e-06,6.64238378624601e-06,-0.1314900363205159
17833,CMASS North,203.226,26.146,0.522,48.77,49.69987265151569,12,27210398.559837114,1.826502928364795e-06,1.85319635923684e-06,-0.014403994881059187
15445,CMASS North,193.085,14.756,0.518,63.52,236.89593716901408,63,60118495.6362978,3.940483451252283e-06,1.85319635923684e-06,1.1263172850582348
4270,CMASS North,243.816,19.008,0.459,60.072,264.6514327870248,93,50850228.671450645,5.204527879254371e-06,6.64238378624601e-06,-0.21646685185052425
19601,CMASS North,199.232,30.437,0.461,37.315,50.48757585081705,17,12187846.452870311,4.142452569126921e-06,6.64238378624601e-06,-0.3763605503035745
13703,CMASS North,227.372,37.616,0.573,52.96,14.53831702486217,3,34843403.12745038,4.172473329222132e-07,1.85319635923684e-06,-0.7748499068420149
4262,CMASS North,231.521,26.472,0.515,62.968,188.99557506650382,48,58564755.49577391,3.227121388394457e-06,1.85319635923684e-06,0.7413812477612515
2634,CMASS North,165.797,-0.817,0.454,30.679,54.561399287743214,17,6773298.798640232,8.055365769290534e-06,6.64238378624601e-06,0.21272212333925986
12591,CMASS North,243.297,26.857,0.561,57.503,64.58134615459984,13,44601364.47366901,1.447967947095571e-06,1.85319635923684e-06,-0.218664584635891
2536,CMASS North,152.573,-0.563,0.54,40.844,52.495239491149604,7,15983115.537775218,3.2844184456453423e-06,1.85319635923684e-06,0.7722992111844479
8911,CMASS North,147.256,37.828,0.595,59.0,24.169499242678796,4,48176214.434254155,5.016894649467071e-07,1.85319635923684e-06,-0.7292842377732133
2235,CMASS North,147.461,-0.633,0.495,42.408,86.09334144757985,23,17890398.318270292,4.812265211538547e-06,6.64238378624601e-06,-0.2755213540200705
16693,CMASS North,140.364,49.459,0.47,55.774,204.25167098923396,67,40697901.21852189,5.018727375953176e-06,6.64238378624601e-06,-0.24443881331500944
12105,CMASS North,223.133,6.344,0.469,53.674,185.48598198006917,58,36271751.03487062,5.113786257568549e-06,6.64238378624601e-06,-0.230127854377014
887,CMASS North,121.662,37.898,0.483,41.254,81.28018213905288,23,16469288.185469287,4.93525774907295e-06,6.64238378624601e-06,-0.2570050289337248
12778,CMASS North,258.511,26.95,0.477,36.479,51.75390526514656,16,11386897.459304923,4.545040073479832e-06,6.64238378624601e-06,-0.3157516608885237
16311,CMASS North,201.662,7.986,0.511,33.173,43.886554584233714,10,8563097.37171359,5.125079475237992e-06,1.85319635923684e-06,1.7655350441917217
14960,CMASS North,156.786,11.099,0.554,58.744,46.38622651562223,10,47551824.173223935,9.754878455691709e-07,1.85319635923684e-06,-0.4736187340822945
20199,CMASS North,224.958,58.712,0.532,41.139,38.8815672330951,9,16331941.983485533,2.380706916079619e-06,1.85319635923684e-06,0.2846490358204738
11752,CMASS North,179.681,3.292,0.457,36.753,40.81992285772733,17,11645416.347356854,3.505235162072344e-06,6.64238378624601e-06,-0.4722925872891557
15417,CMASS North,205.911,9.249,0.452,33.199,17.69479819515417,7,8583247.651417704,2.061550465951137e-06,6.64238378624601e-06,-0.6896369537966374
14673,CMASS North,171.889,9.053,0.632,99.712,92.29257111222726,18,232551378.52016985,3.968695937195765e-07,1.85319635923684e-06,-0.7858459025448278
15046,CMASS North,169.489,15.168,0.463,60.487,337.9325544507329,99,51911403.61225369,6.509794205814229e-06,6.64238378624601e-06,-0.019961144176331165
4350,CMASS North,237.349,19.95,0.545,69.34,189.493256569297,39,78203852.56248538,2.4230680504888253e-06,1.85319635923684e-06,0.30750745241408883
11495,CMASS North,124.772,3.454,0.485,34.251,33.68287848392093,12,9425326.504854834,3.5736564103717173e-06,6.64238378624601e-06,-0.46199188041927425
9813,CMASS North,175.455,34.044,0.458,43.129,110.6111794002829,41,18818491.27867211,5.877792101518988e-06,6.64238378624601e-06,-0.11510802587321388
1255,CMASS North,141.55,-0.561,0.573,41.007,18.692620602615058,3,16175236.192325128,1.1556320031657025e-06,1.85319635923684e-06,-0.37641146476156456
15511,CMASS North,215.893,13.208,0.525,56.378,75.3134987693893,17,42034475.4459238,1.7917078295952105e-06,1.85319635923684e-06,-0.0331797164046615
14252,CMASS North,244.999,33.785,0.588,66.547,16.30616232815779,3,69129287.6830226,2.3587921812425104e-07,1.85319635923684e-06,-0.8727176335370161
17794,CMASS North,141.138,24.9,0.475,68.221,420.2187693099448,127,74478492.84737107,5.6421492063635064e-06,6.64238378624601e-06,-0.15058367779856835
1357,CMASS North,164.07,-0.819,0.583,49.603,13.774841706792136,3,28628623.4820888,4.811562705908728e-07,1.85319635923684e-06,-0.7403641183554792
3524,CMASS North,205.064,35.822,0.539,63.473,123.91694877634947,21,59985144.92300423,2.065793938406031e-06,1.85319635923684e-06,0.11471940256602942
11216,CMASS North,200.286,4.999,0.517,35.714,38.521134496206464,9,10685432.843432961,3.6050139531671597e-06,1.85319635923684e-06,0.9452951842899859
19841,CMASS North,150.344,22.694,0.576,71.77,103.47606837850358,22,86717245.61766466,1.1932582457096062e-06,1.85319635923684e-06,-0.35610803476810265
21589,CMASS North,174.212,49.094,0.538,64.003,179.31070315773115,36,61500355.96566263,2.9156043138651967e-06,1.85319635923684e-06,0.5732840717784833
16911,CMASS North,129.404,59.382,0.478,23.83,31.126411162678274,8,3174305.8051902875,9.805738033110632e-06,6.64238378624601e-06,0.47623780086522427
15951,CMASS North,152.581,14.419,0.641,93.318,18.378967461113355,3,190621948.038465,9.641579917861673e-08,1.85319635923684e-06,-0.9479732416383975
17737,CMASS North,135.006,22.627,0.518,47.714,155.63759152003763,31,25480861.952187497,6.108019101240661e-06,1.85319635923684e-06,2.295937352130342
22586,CMASS North,230.79,58.336,0.559,59.387,82.92143862853683,18,49130456.24706937,1.687780756839259e-06,1.85319635923684e-06,-0.08925961977698926
4204,CMASS North,235.911,25.675,0.512,54.384,151.14131833074777,38,37730284.33273341,4.005835657051307e-06,1.85319635923684e-06,1.1615818729003655
15737,CMASS North,132.568,17.375,0.509,40.824,65.13293194132262,16,15959647.772039842,4.081100840798683e-06,1.85319635923684e-06,1.2021955851884527
21432,CMASS North,173.998,48.315,0.463,58.039,377.97617136615287,105,45860248.04614184,8.241912930472068e-06,6.64238378624601e-06,0.2408064929247401
14253,CMASS North,239.285,37.744,0.493,42.652,73.34298428796113,18,18200982.74385094,4.029616714665558e-06,6.64238378624601e-06,-0.39334780338807795
17188,CMASS North,140.297,33.357,0.541,72.382,227.96942394187766,53,88954592.25562537,2.56276172102246e-06,1.85319635923684e-06,0.38288730616642497
8529,CMASS North,115.287,32.789,0.498,32.342,21.206661137213366,6,7935554.061363825,2.6723604896680313e-06,6.64238378624601e-06,-0.5976805051220423
18319,CMASS North,167.005,20.388,0.485,72.904,402.52092003762954,108,90893056.54783551,4.4285112122485335e-06,6.64238378624601e-06,-0.3332948900937659
20890,CMASS North,171.703,62.088,0.64,88.41,18.976950950390037,4,162099176.30448863,1.170700023468568e-07,1.85319635923684e-06,-0.9368280637055282
16296,CMASS North,160.265,11.249,0.53,88.867,374.03360280916837,105,164625912.19462493,2.272021444394345e-06,1.85319635923684e-06,0.22600146124287668
16260,CMASS North,157.278,16.169,0.532,59.781,74.43029799936127,16,50114818.62165943,1.4851953982168618e-06,1.85319635923684e-06,-0.19857634577456418
9026,CMASS North,165.215,43.53,0.555,47.602,51.425035801714024,10,25301847.646080602,2.032461681100987e-06,1.85319635923684e-06,0.09673304233015524
21843,CMASS North,174.657,56.341,0.519,49.7,97.90711341070744,24,28796904.259645686,3.3999180095170436e-06,1.85319635923684e-06,0.8346237259591611
16192,CMASS North,148.407,14.246,0.533,56.286,39.857774355044384,9,41829030.171547554,9.52873499375464e-07,1.85319635923684e-06,-0.4858216213160141
16268,CMASS North,161.036,16.922,0.505,50.295,89.48617910138795,22,29843590.609432176,2.9985057854635467e-06,1.85319635923684e-06,0.6180183878077299
19273,CMASS North,164.037,33.231,0.512,40.999,121.54191013081594,26,16165771.22441664,7.518472731275579e-06,1.85319635923684e-06,3.05702973341246
19904,CMASS North,178.868,25.34,0.605,66.447,49.90663656106737,5,68818114.56032835,7.251962202091062e-07,1.85319635923684e-06,-0.6086781540474494
6764,CMASS North,250.989,25.945,0.543,50.707,21.852509108532992,6,30583021.298961278,7.145307487744904e-07,1.85319635923684e-06,-0.6144333301686717
18632,CMASS North,242.368,42.636,0.459,53.686,141.44036485043958,46,36296084.51095682,3.89684911626604e-06,6.64238378624601e-06,-0.41333574787789074
1270,CMASS North,155.97,-0.875,0.537,41.462,22.53643528201584,4,16719657.556977797,1.347900529972904e-06,1.85319635923684e-06,-0.2726617860786327
890,CMASS North,119.454,35.191,0.579,53.178,52.8651633208803,7,35275455.90713923,1.4986386982508475e-06,1.85319635923684e-06,-0.19132223049046032
18411,CMASS North,191.773,16.916,0.479,50.815,177.69432098898366,52,30778852.617797103,5.773260075531093e-06,6.64238378624601e-06,-0.130845151181201
15010,CMASS North,133.225,7.341,0.513,37.777,21.78605869073953,7,12646170.55668853,1.7227395908571654e-06,1.85319635923684e-06,-0.07039554536649191
8101,CMASS North,121.871,15.451,0.478,50.498,79.10541141244032,25,30206413.992314428,2.6188282870177013e-06,6.64238378624601e-06,-0.6057396905550153
19989,CMASS North,177.092,26.006,0.456,51.355,231.9120559922493,73,31770557.5888508,7.299590362670685e-06,6.64238378624601e-06,0.09894137369561713
9847,CMASS North,180.403,32.86,0.461,46.131,141.53588029531383,46,23027948.183914732,6.146265362633487e-06,6.64238378624601e-06,-0.0746898161229115
5990,CMASS North,217.981,-0.365,0.508,54.595,116.60879374542911,26,38171150.25932673,3.054893367195214e-06,1.85319635923684e-06,0.6484455907593308
19957,CMASS North,169.103,20.977,0.576,44.299,18.397279202997627,3,20391933.405890547,9.021841547247928e-07,1.85319635923684e-06,-0.5131740086645115
19613,CMASS North,188.006,29.521,0.538,61.489,169.5384533449213,39,54534197.510829866,3.1088465785391432e-06,1.85319635923684e-06,0.677559187424364
12747,CMASS North,254.916,30.779,0.541,55.399,50.07084215455618,11,39882503.55055836,1.2554588528045196e-06,1.85319635923684e-06,-0.32254407551203756
12360,CMASS North,226.578,6.06,0.458,39.265,61.90683075126435,19,14200166.665602112,4.3595847998900505e-06,6.64238378624601e-06,-0.34367164858537924
13929,CMASS North,132.276,30.919,0.526,34.505,54.114250012856445,12,9636575.571008878,5.615506215263467e-06,1.85319635923684e-06,2.0301733474028483
13931,CMASS North,133.575,31.836,0.572,55.933,83.48723331687492,16,41046958.01169152,2.0339444714294057e-06,1.85319635923684e-06,0.0975331681889333
4282,CMASS North,230.24,22.849,0.553,53.662,78.78194195148998,19,36247428.43691682,2.173449134153008e-06,1.85319635923684e-06,0.1728110317721811
21985,CMASS North,204.181,55.706,0.456,43.573,84.35245523349776,31,19405687.02052822,4.34679046118109e-06,6.64238378624601e-06,-0.34559781532320805
14984,CMASS North,150.589,10.021,0.471,63.479,207.0329583278657,65,60002157.42717462,3.4504252381115503e-06,6.64238378624601e-06,-0.48054413157274334
14345,CMASS North,247.612,39.902,0.477,75.612,359.2642086758726,122,101402535.25058839,3.5429509507632156e-06,6.64238378624601e-06,-0.46661453707336303
15232,CMASS North,217.846,10.671,0.488,38.616,29.537776431067854,7,13507609.403231023,2.186750856447064e-06,6.64238378624601e-06,-0.6707882400629969
16553,CMASS North,136.335,58.61,0.469,72.599,428.5201696473323,147,89757046.2436904,4.77422316777114e-06,6.64238378624601e-06,-0.2812485214032889
4661,CMASS North,231.953,0.944,0.465,37.244,28.382561531073218,11,12118408.560750622,2.3421030400806346e-06,6.64238378624601e-06,-0.6474002232556499
898,CMASS North,122.236,38.802,0.52,47.296,61.00006729235424,13,24817033.871359605,2.4579918619022434e-06,1.85319635923684e-06,0.3263526283391052
8772,CMASS North,151.594,44.012,0.507,53.279,181.80177308705655,41,35476831.972314976,5.1245210741739575e-06,1.85319635923684e-06,1.7652337263841125
14854,CMASS North,193.314,10.844,0.511,60.035,169.7129289003149,46,50756326.36138983,3.343680306804374e-06,1.85319635923684e-06,0.8042773989591293
14307,CMASS North,250.395,30.901,0.5,51.255,106.58842571689216,31,31585324.993239176,3.374618616072729e-06,6.64238378624601e-06,-0.49195669436319667
17894,CMASS North,183.438,24.447,0.552,65.635,202.90274591134985,38,66325892.86084753,3.059178507208973e-06,1.85319635923684e-06,0.650757887560693
17822,CMASS North,201.289,26.094,0.461,52.504,210.14606172518666,68,33951096.894065306,6.189669287589953e-06,6.64238378624601e-06,-0.0681554263084687
15251,CMASS North,196.406,11.659,0.563,80.408,190.03296971498645,44,121947925.35271661,1.5583124449665197e-06,1.85319635923684e-06,-0.15912178588120893
22048,CMASS North,185.406,47.883,0.552,48.601,43.67788855643501,7,26928505.55379001,1.6219945243224844e-06,1.85319635923684e-06,-0.12475841200635979
9931,CMASS North,231.362,27.93,0.463,48.322,146.4165333090168,43,26467403.561394226,5.5319568075269115e-06,6.64238378624601e-06,-0.16717296296826356
906,CMASS North,122.25,39.925,0.471,25.06,25.433568195532857,6,3691644.192653748,6.889496080403639e-06,6.64238378624601e-06,0.03720235116033341
19789,CMASS North,157.33,30.931,0.453,52.098,245.89757434706584,86,33169566.10715533,7.413349139168296e-06,6.64238378624601e-06,0.11606757118109882
773,CMASS North,119.151,37.103,0.548,30.914,21.106825795561843,3,6930143.76476133,3.0456548250682288e-06,1.85319635923684e-06,0.6434603974305517
21833,CMASS North,208.156,48.005,0.572,77.245,172.99918597605844,35,108115452.1311979,1.6001337696495433e-06,1.85319635923684e-06,-0.13655465505636422
139,CMASS North,119.043,43.931,0.531,59.004,84.10902977088611,21,48186013.650666095,1.7455071170786387e-06,1.85319635923684e-06,-0.05811000092971724
4653,CMASS North,202.753,-0.07,0.464,53.474,132.31656157296175,48,35867792.73310461,3.689007644198819e-06,6.64238378624601e-06,-0.44462594109099385
13608,CMASS North,128.501,53.71,0.525,56.558,137.8871205558778,29,42438377.04814248,3.249113895176939e-06,1.85319635923684e-06,0.7532485853333686
14443,CMASS North,232.562,8.22,0.541,47.25,89.93034187260271,20,24744693.27494326,3.6343284143136716e-06,1.85319635923684e-06,0.9611135086679724
19825,CMASS North,176.624,29.067,0.509,65.89,346.1900742082843,84,67101952.76399914,5.159165418417133e-06,1.85319635923684e-06,1.7839280995251443
21396,CMASS North,157.354,48.857,0.559,74.281,194.9909402852944,43,96141271.50894248,2.0281710156824535e-06,1.85319635923684e-06,0.09441776397492453
4335,CMASS North,229.988,20.961,0.459,62.025,291.8614527159996,95,55972790.000662185,5.21434526870193e-06,6.64238378624601e-06,-0.2149888599482967
20968,CMASS North,197.323,65.043,0.514,56.628,90.5839169209918,24,42596145.95611159,2.126575418685151e-06,1.85319635923684e-06,0.14751758931843062
7658,CMASS North,118.432,19.562,0.585,57.894,16.832857643015792,4,45517385.3176643,3.6981161210249323e-07,1.85319635923684e-06,-0.8004466120067362
15070,CMASS North,180.852,15.02,0.561,34.963,24.888360504357465,6,10025423.026505258,2.4825247212568993e-06,1.85319635923684e-06,0.3395907610563304
21562,CMASS North,182.443,59.499,0.557,55.993,68.99181262707533,15,41179194.45453659,1.6754046197587702e-06,1.85319635923684e-06,-0.09593788515281014
4156,CMASS North,241.87,25.035,0.465,33.097,53.18700129011866,18,8504377.4289537,6.254073473860661e-06,6.64238378624601e-06,-0.05845948154778419
18618,CMASS North,234.961,42.79,0.597,82.918,107.5532047508358,20,133728228.3723809,8.042670276864966e-07,1.85319635923684e-06,-0.5660108958892518
2607,CMASS North,134.689,2.61,0.471,48.4,172.4034918859655,58,26595779.352509994,6.482362844151616e-06,6.64238378624601e-06,-0.024090890747044784
12543,CMASS North,179.496,5.525,0.5,52.739,94.30869761994254,26,34409020.38455453,2.7408132101975123e-06,6.64238378624601e-06,-0.587375060159464
16497,CMASS North,135.713,52.541,0.478,48.677,95.13797449681093,32,27055031.864957325,3.5164613729410216e-06,6.64238378624601e-06,-0.4706024996293726
7610,CMASS North,124.101,26.647,0.576,67.201,89.54897775261256,16,71187516.72742349,1.2579309107732326e-06,1.85319635923684e-06,-0.32121013269675436
13615,CMASS North,128.868,55.329,0.565,46.581,38.826817182491695,5,23708444.41413151,1.6376788162174325e-06,1.85319635923684e-06,-0.11629503907948494
21161,CMASS North,231.672,51.066,0.487,28.183,14.872787752672304,4,5250955.0215580985,2.8323967148092522e-06,6.64238378624601e-06,-0.5735873135373286
17190,CMASS North,148.483,32.669,0.473,48.43,147.49638490538888,40,26645264.974351175,5.535557069797182e-06,6.64238378624601e-06,-0.1666309493800507
4681,CMASS North,196.911,0.437,0.547,55.604,120.7091402568685,25,40326890.899926804,2.993266715165676e-06,1.85319635923684e-06,0.6151913423779471
3521,CMASS North,197.98,37.565,0.506,48.418,81.97912084509585,18,26625463.366246216,3.078974428254379e-06,1.85319635923684e-06,0.6614399293997768
17772,CMASS North,145.85,22.558,0.462,45.64,100.72517013424573,31,22300445.72765815,4.516733493327501e-06,6.64238378624601e-06,-0.3200131701694153
7635,CMASS North,123.577,26.117,0.46,53.031,212.92939294898304,76,34983727.88245743,6.086526675041866e-06,6.64238378624601e-06,-0.08368337769869977
15596,CMASS North,201.813,13.668,0.463,53.332,188.35195102844696,59,35582810.48959008,5.293341038464352e-06,6.64238378624601e-06,-0.20309617619130066
18106,CMASS North,200.485,22.071,0.46,61.53,366.20952050356493,120,54643358.17195782,6.701812127855245e-06,6.64238378624601e-06,0.00894683949643048
12467,CMASS North,240.019,11.599,0.496,34.452,57.36859799827718,15,9592238.13517215,5.980731210990479e-06,6.64238378624601e-06,-0.09961071153786318
21258,CMASS North,168.998,54.523,0.522,51.295,181.03039610397548,42,31659331.387062155,5.7180738876233826e-06,1.85319635923684e-06,2.085519707138928
8978,CMASS North,149.234,35.676,0.455,48.582,168.1365381754794,53,26896935.733547207,6.251141016252311e-06,6.64238378624601e-06,-0.058900958237887824
7685,CMASS North,116.682,19.581,0.56,45.819,17.113622469971247,4,22563863.08124167,7.584526819877113e-07,1.85319635923684e-06,-0.5907326937011426
17908,CMASS North,193.443,25.632,0.529,55.564,132.12259312451405,29,40239923.29804578,3.2833708987444935e-06,1.85319635923684e-06,0.7717339462595372
14869,CMASS North,188.578,9.854,0.531,77.786,267.9501349358557,70,110403020.19291331,2.427018160079784e-06,1.85319635923684e-06,0.3096389640433182
20938,CMASS North,216.743,61.153,0.493,58.744,152.3352753302094,42,47551824.173223935,3.203563227675043e-06,6.64238378624601e-06,-0.5177088029287812
14851,CMASS North,176.53,10.947,0.487,58.23,245.3254172248088,67,46314502.8534358,5.2969459264444975e-06,6.64238378624601e-06,-0.20255346621004208
19902,CMASS North,169.85,23.788,0.55,45.184,34.116081764422816,7,21638674.86553437,1.5766252774915622e-06,1.85319635923684e-06,-0.14924003080772935
310,CMASS North,115.895,43.002,0.496,51.302,90.24833093128143,25,31672294.379397076,2.8494408977831504e-06,6.64238378624601e-06,-0.5710213397058871
3298,CMASS North,214.769,34.42,0.539,35.036,42.38628869136002,6,10088351.12209753,4.201508073853325e-06,1.85319635923684e-06,1.2671683186251979
17314,CMASS North,136.628,25.141,0.58,59.485,98.80685327418531,17,49374082.01057309,2.0011886651994172e-06,1.85319635923684e-06,0.07985786569509638
21443,CMASS North,180.971,49.733,0.545,62.104,116.90155091448526,28,56186936.78777084,2.080582384408061e-06,1.85319635923684e-06,0.12269936967977875
21788,CMASS North,224.759,54.917,0.482,49.425,133.5203923864129,38,28321527.322260942,4.714448866656454e-06,6.64238378624601e-06,-0.2902474445366461
4620,CMASS North,197.55,-0.076,0.489,31.513,18.054029249007403,5,7340842.135449304,2.459394837252196e-06,6.64238378624601e-06,-0.6297421352941517
2236,CMASS North,149.677,-0.704,0.46,40.499,78.27185622753083,26,15581509.743647076,5.0233807580452205e-06,6.64238378624601e-06,-0.24373825426244763
46,CMASS North,115.372,38.18,0.468,36.28,54.616074566213,17,11201559.019828634,4.875756532598133e-06,6.64238378624601e-06,-0.26596283962181283
9757,CMASS North,168.878,37.382,0.51,52.042,152.45742014474052,32,33062719.406691477,4.611157910800437e-06,1.85319635923684e-06,1.48821874045735
17178,CMASS North,146.106,34.085,0.568,61.185,88.26958414922773,19,53729342.920731805,1.6428562001856968e-06,1.85319635923684e-06,-0.11350128010059488
15273,CMASS North,178.527,7.178,0.543,59.347,96.52244393728722,23,49031247.924806096,1.9685903994390113e-06,1.85319635923684e-06,0.06226757333458792
